Make,Model,Year,Engine Fuel Type,Engine HP,Engine Cylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highway MPG,city mpg,Popularity,MSRP,price_to_hp_ratio,mpg_ratio,anomaly_score,anomaly,anomaly_type
Kia,Sedona,2017,regular unleaded,276.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,24,18,1720,33600,121.73913043478261,1.3333333333333333,0.19587017757042718,0,Normal
Kia,Sedona,2017,regular unleaded,276.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,25,18,1720,36900,133.69565217391303,1.3888888888888888,0.19746423968213056,0,Normal
Kia,Sedona,2017,regular unleaded,276.0,6.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Passenger Minivan,24,18,1720,26800,97.10144927536231,1.3333333333333333,0.18565900055483892,0,Normal
Nissan,Sentra,2015,regular unleaded,130.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,39,30,2009,20720,159.3846153846154,1.3,0.12914993658400958,0,Normal
Nissan,Sentra,2015,regular unleaded,130.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,40,30,2009,17780,136.76923076923077,1.3333333333333333,0.11767276056256626,0,Normal
Nissan,Sentra,2015,regular unleaded,130.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,39,30,2009,18350,141.15384615384616,1.3,0.12720444431764688,0,Normal
Nissan,Sentra,2015,regular unleaded,130.0,4.0,MANUAL,front wheel drive,4.0,,Midsize,Sedan,36,27,2009,16530,127.15384615384616,1.3333333333333333,0.152793526408518,0,Normal
Nissan,Sentra,2015,regular unleaded,130.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,39,30,2009,17380,133.69230769230768,1.3,0.125827470020707,0,Normal
Nissan,Sentra,2015,regular unleaded,130.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,39,30,2009,19960,153.53846153846155,1.3,0.1292893052983316,0,Normal
Nissan,Sentra,2016,regular unleaded,130.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,38,29,2009,22170,170.53846153846155,1.3103448275862069,0.1420831643530331,0,Normal
Nissan,Sentra,2016,regular unleaded,130.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,38,29,2009,20410,157.0,1.3103448275862069,0.14156021618255016,0,Normal
Nissan,Sentra,2016,regular unleaded,130.0,4.0,MANUAL,front wheel drive,4.0,,Midsize,Sedan,36,27,2009,16780,129.07692307692307,1.3333333333333333,0.15217152558038044,0,Normal
Nissan,Sentra,2016,regular unleaded,130.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,38,29,2009,18550,142.69230769230768,1.3103448275862069,0.14259468615603915,0,Normal
Nissan,Sentra,2016,regular unleaded,130.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,40,30,2009,18160,139.69230769230768,1.3333333333333333,0.11663825196554378,0,Normal
Nissan,Sentra,2016,regular unleaded,130.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,38,29,2009,17760,136.6153846153846,1.3103448275862069,0.1421721421616432,0,Normal
Nissan,Sentra,2017,regular unleaded,124.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,37,29,2009,21500,173.38709677419354,1.2758620689655173,0.13208646382912204,0,Normal
Nissan,Sentra,2017,premium unleaded (recommended),188.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,33,27,2009,21990,116.96808510638297,1.2222222222222223,0.14969114338920836,0,Normal
Nissan,Sentra,2017,regular unleaded,124.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,37,29,2009,18790,151.53225806451613,1.2758620689655173,0.13462789190670932,0,Normal
Nissan,Sentra,2017,regular unleaded,130.0,4.0,MANUAL,front wheel drive,4.0,,Midsize,Sedan,35,27,2009,16990,130.69230769230768,1.2962962962962963,0.1502043769194128,0,Normal
Nissan,Sentra,2017,regular unleaded,124.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,37,29,2009,19990,161.20967741935485,1.2758620689655173,0.13554998126773599,0,Normal
Nissan,Sentra,2017,regular unleaded,124.0,4.0,AUTOMATIC,front wheel drive,4.0,,Midsize,Sedan,37,29,2009,17990,145.08064516129033,1.2758620689655173,0.13724646640426663,0,Normal
Nissan,Sentra,2017,premium unleaded (recommended),188.0,4.0,MANUAL,front wheel drive,4.0,,Midsize,Sedan,32,26,2009,21990,116.96808510638297,1.2307692307692308,0.15449599964360483,0,Normal
Kia,Sephia,1999,regular unleaded,125.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,28,21,1720,2000,16.0,1.3333333333333333,0.12196341366259833,0,Normal
Kia,Sephia,1999,regular unleaded,125.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,28,21,1720,2000,16.0,1.3333333333333333,0.12196341366259833,0,Normal
Kia,Sephia,2000,regular unleaded,125.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,26,20,1720,2000,16.0,1.3,0.11978456509855406,0,Normal
Kia,Sephia,2000,regular unleaded,125.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,26,20,1720,2000,16.0,1.3,0.11978456509855406,0,Normal
Kia,Sephia,2001,regular unleaded,125.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,28,22,1720,10845,86.76,1.2727272727272727,0.12986787699695135,0,Normal
Kia,Sephia,2001,regular unleaded,125.0,4.0,MANUAL,front wheel drive,4.0,,Compact,Sedan,28,22,1720,12445,99.56,1.2727272727272727,0.13644655015557777,0,Normal
Kia,Sephia,2001,regular unleaded,125.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,28,19,1720,11820,94.56,1.4736842105263157,0.13232731733061182,0,Normal
Kia,Sephia,2001,regular unleaded,125.0,4.0,AUTOMATIC,front wheel drive,4.0,,Compact,Sedan,28,19,1720,13420,107.36,1.4736842105263157,0.13741930472741504,0,Normal
Toyota,Sequoia,2015,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,,Large,4dr SUV,17,13,2031,64320,168.8188976377953,1.3076923076923077,0.10890196932898577,0,Normal
Toyota,Sequoia,2015,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,,Large,4dr SUV,17,13,2031,47620,124.98687664041995,1.3076923076923077,0.12726080508197574,0,Normal
Toyota,Sequoia,2015,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Large,4dr SUV,17,13,2031,56580,148.50393700787401,1.3076923076923077,0.11872166923162947,0,Normal
Toyota,Sequoia,2015,regular unleaded,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,4dr SUV,17,13,2031,61095,160.35433070866142,1.3076923076923077,0.11451865223914087,0,Normal
Toyota,Sequoia,2015,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Large,4dr SUV,17,13,2031,47620,124.98687664041995,1.3076923076923077,0.12726080508197574,0,Normal
Toyota,Sequoia,2015,regular unleaded,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,4dr SUV,17,13,2031,53355,140.03937007874015,1.3076923076923077,0.12088996293213827,0,Normal
Toyota,Sequoia,2015,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,,Large,4dr SUV,17,13,2031,56580,148.50393700787401,1.3076923076923077,0.11872166923162947,0,Normal
Toyota,Sequoia,2015,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Large,4dr SUV,17,13,2031,64320,168.8188976377953,1.3076923076923077,0.10890196932898577,0,Normal
Toyota,Sequoia,2015,regular unleaded,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,4dr SUV,17,13,2031,44395,116.52230971128608,1.3076923076923077,0.12880269381937193,0,Normal
Toyota,Sequoia,2016,regular unleaded,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,4dr SUV,17,13,2031,61855,162.3490813648294,1.3076923076923077,0.11427351952136189,0,Normal
Toyota,Sequoia,2016,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Large,4dr SUV,17,13,2031,57340,150.498687664042,1.3076923076923077,0.1168553976903089,0,Normal
Toyota,Sequoia,2016,regular unleaded,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,4dr SUV,17,13,2031,45325,118.96325459317585,1.3076923076923077,0.12967445263326566,0,Normal
Toyota,Sequoia,2016,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Large,4dr SUV,17,13,2031,65080,170.81364829396327,1.3076923076923077,0.10741475807724704,0,Normal
Toyota,Sequoia,2016,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,,Large,4dr SUV,17,13,2031,65080,170.81364829396327,1.3076923076923077,0.10741475807724704,0,Normal
Toyota,Sequoia,2016,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,,Large,4dr SUV,17,13,2031,57340,150.498687664042,1.3076923076923077,0.1168553976903089,0,Normal
Toyota,Sequoia,2016,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,,Large,4dr SUV,17,13,2031,48550,127.42782152230971,1.3076923076923077,0.12626087917565842,0,Normal
Toyota,Sequoia,2016,regular unleaded,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,4dr SUV,17,13,2031,54115,142.03412073490813,1.3076923076923077,0.11963171048954235,0,Normal
Toyota,Sequoia,2016,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Large,4dr SUV,17,13,2031,48550,127.42782152230971,1.3076923076923077,0.12626087917565842,0,Normal
Toyota,Sequoia,2017,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,,Large,4dr SUV,17,13,2031,48685,127.78215223097114,1.3076923076923077,0.1264230684443685,0,Normal
Toyota,Sequoia,2017,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Large,4dr SUV,17,13,2031,65215,171.16797900262466,1.3076923076923077,0.10741475807724704,0,Normal
Toyota,Sequoia,2017,regular unleaded,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,4dr SUV,17,13,2031,45460,119.31758530183727,1.3076923076923077,0.12967445263326566,0,Normal
Toyota,Sequoia,2017,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Large,4dr SUV,17,13,2031,57475,150.85301837270342,1.3076923076923077,0.11640946507953431,0,Normal
Toyota,Sequoia,2017,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,,Large,4dr SUV,17,13,2031,57475,150.85301837270342,1.3076923076923077,0.11640946507953431,0,Normal
Toyota,Sequoia,2017,regular unleaded,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,4dr SUV,17,13,2031,54250,142.38845144356955,1.3076923076923077,0.11963171048954235,0,Normal
Toyota,Sequoia,2017,flex-fuel (unleaded/E85),381.0,8.0,AUTOMATIC,four wheel drive,4.0,Flex Fuel,Large,4dr SUV,17,13,2031,48685,127.78215223097114,1.3076923076923077,0.1264230684443685,0,Normal
Toyota,Sequoia,2017,regular unleaded,381.0,8.0,AUTOMATIC,four wheel drive,4.0,,Large,4dr SUV,17,13,2031,65215,171.16797900262466,1.3076923076923077,0.10741475807724704,0,Normal
Toyota,Sequoia,2017,regular unleaded,381.0,8.0,AUTOMATIC,rear wheel drive,4.0,,Large,4dr SUV,17,13,2031,61990,162.70341207349082,1.3076923076923077,0.11427351952136189,0,Normal
Cadillac,Seville,2002,regular unleaded,275.0,8.0,AUTOMATIC,front wheel drive,4.0,Luxury,Large,Sedan,25,16,1624,44399,161.45090909090908,1.5625,0.1454625995721613,0,Normal
Cadillac,Seville,2002,regular unleaded,300.0,8.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Large,Sedan,25,16,1624,49705,165.68333333333334,1.5625,0.14567403577747318,0,Normal
Cadillac,Seville,2003,regular unleaded,300.0,8.0,AUTOMATIC,front wheel drive,4.0,"Luxury,Performance",Large,Sedan,25,16,1624,51650,172.16666666666666,1.5625,0.1448308664041974,0,Normal
Cadillac,Seville,2003,regular unleaded,275.0,8.0,AUTOMATIC,front wheel drive,4.0,Luxury,Large,Sedan,25,16,1624,45535,165.5818181818182,1.5625,0.14511331181551312,0,Normal
Cadillac,Seville,2004,regular unleaded,275.0,8.0,AUTOMATIC,front wheel drive,4.0,Luxury,Large,Sedan,24,16,1624,45975,167.1818181818182,1.5,0.15367976548214912,0,Normal
Dodge,Shadow,1992,regular unleaded,93.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,29,23,1851,2000,21.50537634408602,1.2608695652173914,0.10153604715027764,0,Normal
Dodge,Shadow,1992,regular unleaded,100.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Convertible,29,20,1851,2000,20.0,1.45,0.10816886890457317,0,Normal
Dodge,Shadow,1992,regular unleaded,152.0,4.0,MANUAL,front wheel drive,4.0,"Hatchback,Performance",Compact,4dr Hatchback,24,18,1851,2000,13.157894736842104,1.3333333333333333,0.12068401189854289,0,Normal
Dodge,Shadow,1992,regular unleaded,93.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,29,23,1851,2000,21.50537634408602,1.2608695652173914,0.10153604715027764,0,Normal
Dodge,Shadow,1992,regular unleaded,93.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,29,23,1851,2000,21.50537634408602,1.2608695652173914,0.10153604715027764,0,Normal
Dodge,Shadow,1992,regular unleaded,152.0,4.0,MANUAL,front wheel drive,2.0,Performance,Compact,Convertible,24,18,1851,2000,13.157894736842104,1.3333333333333333,0.12068401189854289,0,Normal
Dodge,Shadow,1992,regular unleaded,93.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,29,23,1851,2000,21.50537634408602,1.2608695652173914,0.10153604715027764,0,Normal
Dodge,Shadow,1992,regular unleaded,100.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,29,20,1851,2000,20.0,1.45,0.10816886890457317,0,Normal
Dodge,Shadow,1992,regular unleaded,152.0,4.0,MANUAL,front wheel drive,2.0,"Hatchback,Performance",Compact,2dr Hatchback,24,18,1851,2000,13.157894736842104,1.3333333333333333,0.12068401189854289,0,Normal
Dodge,Shadow,1992,regular unleaded,152.0,4.0,MANUAL,front wheel drive,2.0,Performance,Compact,Convertible,24,18,1851,2000,13.157894736842104,1.3333333333333333,0.12068401189854289,0,Normal
Dodge,Shadow,1992,regular unleaded,100.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Convertible,29,20,1851,2000,20.0,1.45,0.10816886890457317,0,Normal
Dodge,Shadow,1992,regular unleaded,100.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,29,20,1851,2000,20.0,1.45,0.10816886890457317,0,Normal
Dodge,Shadow,1993,regular unleaded,93.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,29,23,1851,2000,21.50537634408602,1.2608695652173914,0.10153604715027764,0,Normal
Dodge,Shadow,1993,regular unleaded,93.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,29,23,1851,2000,21.50537634408602,1.2608695652173914,0.10153604715027764,0,Normal
Dodge,Shadow,1993,regular unleaded,100.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,29,22,1851,2000,20.0,1.3181818181818181,0.11460997655688598,0,Normal
Dodge,Shadow,1993,regular unleaded,100.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Convertible,29,22,1851,2000,20.0,1.3181818181818181,0.11460997655688598,0,Normal
Dodge,Shadow,1993,regular unleaded,100.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,29,22,1851,2000,20.0,1.3181818181818181,0.11460997655688598,0,Normal
Dodge,Shadow,1993,regular unleaded,100.0,4.0,MANUAL,front wheel drive,2.0,,Compact,Convertible,29,22,1851,2000,20.0,1.3181818181818181,0.11460997655688598,0,Normal
Dodge,Shadow,1994,regular unleaded,100.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,27,21,1851,2000,20.0,1.2857142857142858,0.1073344089881948,0,Normal
Dodge,Shadow,1994,regular unleaded,93.0,4.0,MANUAL,front wheel drive,2.0,Hatchback,Compact,2dr Hatchback,30,23,1851,2000,21.50537634408602,1.3043478260869565,0.11031825816189261,0,Normal
Dodge,Shadow,1994,regular unleaded,93.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,30,23,1851,2000,21.50537634408602,1.3043478260869565,0.11031825816189261,0,Normal
Dodge,Shadow,1994,regular unleaded,100.0,4.0,MANUAL,front wheel drive,4.0,Hatchback,Compact,4dr Hatchback,27,21,1851,2000,20.0,1.2857142857142858,0.1073344089881948,0,Normal
Ford,Shelby GT350,2015,premium unleaded (recommended),526.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Midsize,Coupe,21,14,5657,61295,116.53041825095058,1.5,0.03213840838108151,0,Normal
Ford,Shelby GT350,2015,premium unleaded (recommended),526.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Midsize,Coupe,21,14,5657,47795,90.86501901140684,1.5,0.025612218216018223,0,Normal
Ford,Shelby GT350,2016,premium unleaded (recommended),526.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Midsize,Coupe,21,15,5657,61295,116.53041825095058,1.4,0.042171775940176626,0,Normal
Ford,Shelby GT350,2016,premium unleaded (recommended),526.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Midsize,Coupe,21,14,5657,47795,90.86501901140684,1.5,0.025612218216018223,0,Normal
Ford,Shelby GT350,2017,premium unleaded (recommended),526.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Midsize,Coupe,21,15,5657,61795,117.4809885931559,1.4,0.042171775940176626,0,Normal
Ford,Shelby GT350,2017,premium unleaded (recommended),526.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Midsize,Coupe,21,14,5657,54295,103.22243346007605,1.5,0.026849729765215713,0,Normal
Ford,Shelby GT500,2012,premium unleaded (required),550.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Midsize,Coupe,23,15,5657,48810,88.74545454545455,1.5333333333333334,0.011937137368622341,0,Normal
Ford,Shelby GT500,2013,premium unleaded (required),662.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Midsize,Convertible,24,15,5657,59200,89.42598187311178,1.6,-0.0188988000308834,1,Other Anomaly
Ford,Shelby GT500,2013,premium unleaded (required),662.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Midsize,Coupe,24,15,5657,54200,81.87311178247734,1.6,-0.020925487828933553,1,Other Anomaly
Ford,Shelby GT500,2014,premium unleaded (required),662.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Midsize,Coupe,24,15,5657,55110,83.24773413897282,1.6,-0.02021603599312316,1,Other Anomaly
Ford,Shelby GT500,2014,premium unleaded (required),662.0,8.0,MANUAL,rear wheel drive,2.0,"Factory Tuner,High-Performance",Midsize,Convertible,24,15,5657,60110,90.80060422960725,1.6,-0.019162009617259668,1,Other Anomaly
Suzuki,Sidekick,1996,regular unleaded,120.0,4.0,MANUAL,four wheel drive,4.0,,Compact,4dr SUV,23,20,481,2000,16.666666666666668,1.15,0.09607632928667909,0,Normal
Suzuki,Sidekick,1996,regular unleaded,95.0,4.0,MANUAL,rear wheel drive,4.0,,Compact,4dr SUV,24,21,481,2000,21.05263157894737,1.1428571428571428,0.09222396867556598,0,Normal
Suzuki,Sidekick,1996,regular unleaded,95.0,4.0,MANUAL,four wheel drive,2.0,,Compact,Convertible SUV,24,21,481,2000,21.05263157894737,1.1428571428571428,0.09222396867556598,0,Normal
Suzuki,Sidekick,1996,regular unleaded,95.0,4.0,MANUAL,rear wheel drive,2.0,,Compact,Convertible SUV,24,21,481,2000,21.05263157894737,1.1428571428571428,0.09222396867556598,0,Normal
Suzuki,Sidekick,1996,regular unleaded,95.0,4.0,MANUAL,four wheel drive,4.0,,Compact,4dr SUV,24,21,481,2000,21.05263157894737,1.1428571428571428,0.09222396867556598,0,Normal
Suzuki,Sidekick,1996,regular unleaded,120.0,4.0,MANUAL,four wheel drive,4.0,,Compact,4dr SUV,23,20,481,2000,16.666666666666668,1.15,0.09607632928667909,0,Normal
Suzuki,Sidekick,1997,regular unleaded,95.0,4.0,MANUAL,four wheel drive,4.0,,Compact,4dr SUV,24,21,481,2000,21.05263157894737,1.1428571428571428,0.09222396867556598,0,Normal
Suzuki,Sidekick,1997,regular unleaded,120.0,4.0,MANUAL,rear wheel drive,4.0,,Compact,4dr SUV,23,19,481,2000,16.666666666666668,1.2105263157894737,0.10878889194459213,0,Normal
Suzuki,Sidekick,1997,regular unleaded,95.0,4.0,MANUAL,rear wheel drive,4.0,,Compact,4dr SUV,24,21,481,2000,21.05263157894737,1.1428571428571428,0.09222396867556598,0,Normal
Suzuki,Sidekick,1997,regular unleaded,120.0,4.0,MANUAL,four wheel drive,4.0,,Compact,4dr SUV,23,19,481,2002,16.683333333333334,1.2105263157894737,0.10854063792984225,0,Normal
Suzuki,Sidekick,1997,regular unleaded,95.0,4.0,MANUAL,rear wheel drive,2.0,,Compact,Convertible SUV,24,21,481,2000,21.05263157894737,1.1428571428571428,0.09222396867556598,0,Normal
Suzuki,Sidekick,1997,regular unleaded,120.0,4.0,MANUAL,four wheel drive,4.0,,Compact,4dr SUV,23,19,481,2000,16.666666666666668,1.2105263157894737,0.10878889194459213,0,Normal
Suzuki,Sidekick,1997,regular unleaded,95.0,4.0,MANUAL,four wheel drive,2.0,,Compact,Convertible SUV,24,21,481,2000,21.05263157894737,1.1428571428571428,0.09222396867556598,0,Normal
Suzuki,Sidekick,1998,regular unleaded,95.0,4.0,MANUAL,four wheel drive,2.0,,Compact,Convertible SUV,24,21,481,2000,21.05263157894737,1.1428571428571428,0.09222396867556598,0,Normal
Suzuki,Sidekick,1998,regular unleaded,95.0,4.0,MANUAL,rear wheel drive,4.0,,Compact,4dr SUV,24,20,481,2000,21.05263157894737,1.2,0.10343733419828988,0,Normal
Suzuki,Sidekick,1998,regular unleaded,95.0,4.0,AUTOMATIC,four wheel drive,4.0,,Compact,4dr SUV,24,19,481,2107,22.178947368421053,1.263157894736842,0.11375391163179316,0,Normal
Suzuki,Sidekick,1998,regular unleaded,120.0,4.0,MANUAL,four wheel drive,4.0,,Compact,4dr SUV,23,20,481,2125,17.708333333333332,1.15,0.09447705966736342,0,Normal
Suzuki,Sidekick,1998,regular unleaded,120.0,4.0,MANUAL,four wheel drive,4.0,,Compact,4dr SUV,23,20,481,2078,17.316666666666666,1.15,0.09598908037655701,0,Normal
Suzuki,Sidekick,1998,regular unleaded,95.0,4.0,MANUAL,four wheel drive,2.0,,Compact,Convertible SUV,24,21,481,2000,21.05263157894737,1.1428571428571428,0.09222396867556598,0,Normal
Suzuki,Sidekick,1998,regular unleaded,95.0,4.0,MANUAL,four wheel drive,4.0,,Compact,4dr SUV,24,20,481,2019,21.25263157894737,1.2,0.10318616491307059,0,Normal
Suzuki,Sidekick,1998,regular unleaded,95.0,4.0,MANUAL,rear wheel drive,2.0,,Compact,Convertible SUV,24,21,481,2000,21.05263157894737,1.1428571428571428,0.09222396867556598,0,Normal
Suzuki,Sidekick,1998,regular unleaded,120.0,4.0,MANUAL,rear wheel drive,4.0,,Compact,4dr SUV,23,20,481,2027,16.891666666666666,1.15,0.09585772007603977,0,Normal
Suzuki,Sidekick,1998,regular unleaded,120.0,4.0,MANUAL,four wheel drive,4.0,,Compact,4dr SUV,23,20,481,2153,17.941666666666666,1.15,0.09447705966736342,0,Normal
Toyota,Sienna,2015,regular unleaded,266.0,6.0,AUTOMATIC,all wheel drive,4.0,,Large,Passenger Minivan,23,16,2031,42880,161.203007518797,1.4375,0.18549878944006715,0,Normal
Toyota,Sienna,2015,regular unleaded,266.0,6.0,AUTOMATIC,all wheel drive,4.0,,Large,Passenger Minivan,23,16,2031,37400,140.6015037593985,1.4375,0.19081181299503996,0,Normal
Toyota,Sienna,2015,regular unleaded,266.0,6.0,AUTOMATIC,all wheel drive,4.0,,Large,Passenger Minivan,23,16,2031,40655,152.83834586466165,1.4375,0.18891612382929152,0,Normal
Toyota,Sienna,2015,regular unleaded,266.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Passenger Minivan,25,18,2031,37445,140.77067669172934,1.3888888888888888,0.19407791130231555,0,Normal
Toyota,Sienna,2015,regular unleaded,266.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Passenger Minivan,25,18,2031,35200,132.33082706766916,1.3888888888888888,0.19458117998008528,0,Normal
Toyota,Sienna,2015,regular unleaded,266.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Passenger Minivan,25,18,2031,41035,154.2669172932331,1.3888888888888888,0.18932550117832292,0,Normal
Toyota,Sienna,2015,regular unleaded,266.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Passenger Minivan,25,18,2031,35000,131.57894736842104,1.3888888888888888,0.19458117998008528,0,Normal
Toyota,Sienna,2015,regular unleaded,266.0,6.0,AUTOMATIC,all wheel drive,4.0,,Large,Passenger Minivan,23,16,2031,33960,127.66917293233082,1.4375,0.1897944105647975,0,Normal
Toyota,Sienna,2015,regular unleaded,266.0,6.0,AUTOMATIC,all wheel drive,4.0,,Large,Passenger Minivan,23,16,2031,46250,173.87218045112783,1.4375,0.1830447931544214,0,Normal
Toyota,Sienna,2015,regular unleaded,266.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Passenger Minivan,25,18,2031,41750,156.95488721804512,1.3888888888888888,0.18877894308484716,0,Normal
Toyota,Sienna,2015,regular unleaded,266.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Passenger Minivan,25,18,2031,28700,107.89473684210526,1.3888888888888888,0.1884744811533558,0,Normal
Toyota,Sienna,2015,regular unleaded,266.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Passenger Minivan,25,18,2031,45120,169.62406015037595,1.3888888888888888,0.1860284899262734,0,Normal
Toyota,Sienna,2015,regular unleaded,266.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Passenger Minivan,25,18,2031,31630,118.90977443609023,1.3888888888888888,0.19307468606601197,0,Normal
Toyota,Sienna,2015,regular unleaded,266.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Passenger Minivan,25,18,2031,31430,118.15789473684211,1.3888888888888888,0.19287316084920703,0,Normal
Toyota,Sienna,2015,regular unleaded,266.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Passenger Minivan,25,18,2031,38455,144.56766917293234,1.3888888888888888,0.19389966573983608,0,Normal
Toyota,Sienna,2015,regular unleaded,266.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Passenger Minivan,25,18,2031,39780,149.54887218045113,1.3888888888888888,0.19202928537839148,0,Normal
Toyota,Sienna,2015,regular unleaded,266.0,6.0,AUTOMATIC,front wheel drive,4.0,,Large,Passenger Minivan,25,18,2031,26595,99.9812030075188,1.3888888888888888,0.1855200449306162,0,Normal
